Edition	GLOBAL ID	Albania	Algeria	Angola	Argentina	Armenia	Australia	Austria	Azerbaijan	Bahrain	Bangladesh	Barbados	Belgium	Belize	Benin	Bhutan	Bolivia	Bosnia and Herzegovina	Botswana	Brazil	Brunei Darussalam	Bulgaria	Burkina Faso	Burundi	Cambodia	Cameroon	Canada	Cape Verde	Chad	Chile	China	Colombia	Costa Rica	Ivory Coast	Croatia	Cyprus	Czech Republic	Denmark	Dominican Republic	Ecuador	Egypt	El Salvador	Estonia	Ethiopia	Finland	France	Gabon	Gambia, The	Georgia	Germany	Ghana	Greece	Guatemala	Guinea	Guyana	Haiti	Honduras	Hong Kong SAR	Hungary	Iceland	India	Indonesia	Iran, Islamic Rep.	Ireland	Israel	Italy	Jamaica	Japan	Jordan	Kazakhstan	Kenya	Korea, Rep.	Kuwait	Kyrgyz Republic	Lao PDR	Latvia	Lebanon	Lesotho	Liberia	Libya	Lithuania	Luxembourg	Macedonia, FYR	Madagascar	Malawi	Malaysia	Mali	Malta	Mauritania	Mauritius	Mexico	Moldova	Mongolia	Montenegro	Morocco	Mozambique	Myanmar	Namibia	Nepal	Netherlands	New Zealand	Nicaragua	Nigeria	Norway	Oman	Pakistan	Panama	Paraguay	Peru	Philippines	Poland	Portugal	Puerto Rico	Qatar	Romania	Russian Federation	Rwanda	Saudi Arabia	Senegal	Serbia	Seychelles	Sierra Leone	Singapore	Slovak Republic	Slovenia	South Africa	Spain	Sri Lanka	Suriname	Swaziland	Sweden	Switzerland	Syria	Taiwan, China	Tajikistan	Tanzania	Thailand	Timor-Leste	Trinidad and Tobago	Tunisia	Turkey	Uganda	Ukraine	United Arab Emirates	United Kingdom	United States	Uruguay	Venezuela	Vietnam	Yemen	Zambia	Zimbabwe	Average GCR	Latin America and the Caribbean	Emerging and Developing Asia	Middle East, North Africa, and Pakistan	Sub-Saharan Africa	Commonwealth of Independent States	Emerging and Developing Europe	Advanced economies	Low income	Lower middle income	Upper middle income	High income: OECD	High income: nonOECD	ASEAN	Stage 1	Transition from 1 to 2	Stage 2	Transition from 2 to 3	Stage 3
2014-2015	EOSQ043	3,282195577	3,06413343	2,761973217	1,453249137	3,013363506	3,463509144	3,428829532	3,458236265	4,349964467	2,551865043	3,397523005	3,291799704			4,517754018	3,283225001		4,051999219	1,946943088		2,616932507	2,770274512	2,338993094	2,528267437	2,84082021	4,11745431	3,606324317	2,56659494	4,152760589	4,077100354	2,589809978	2,409454018	3,655410177	2,238126311	3,411135491	5,048137059	3,756868229	2,416718764		2,215291169	3,230629425	4,282950089	3,425057046	4,820267342	3,068369862	3,242666921	4,026976009	3,20428152	4,183904038	3,543334797	2,195838846	2,262831125	2,62801699	3,086281885	2,542737599	2,275468098	4,541116374	2,645053363	3,768664441	3,510096357	3,853978834	2,943275318	3,819106979	3,005907936	1,870426457	2,309015616	4,138741301	3,81737873	3,652743579	3,285251506	3,16673936	2,764615508	2,38463098	4,05824356	2,975499024	1,437523887	3,653897409		2,049107191	2,790157501	4,494530588	3,840464431	2,438033925	2,553362995	4,867908718	3,166286339	3,776040856	2,604867295	3,573146664	2,611787428	2,581496368	2,347934821	3,421535566	3,610670026	2,69967064	2,994202803	3,152426759	2,524076392	4,321757249	5,089923607	2,969501171	2,170672001	4,649533122	5,087915669	2,579667272	3,312758882	1,859013164	2,413733991	3,285257322	2,901390589	2,824862032	2,521146606	6,013364353	2,475020028	2,82912295	5,714489	4,741813129	3,553936938	2,178809753	3,526503966	3,048023418	5,868419803	2,276767217	2,173470276	2,817507197	2,51315917	3,484136564	2,374834799	2,95735745	4,817120395	4,809411658		3,589721436	3,934782505	2,92090717	2,478453844	2,734297732	2,482371516	3,260650677	3,733080156	2,531308483	1,925753074	5,99403761	3,784139361	3,064622627	2,578303082	1,180410331	2,934812479	1,801352884	3,551767917	2,113478196	3,224977983	2,365574468	3,102846252	3,431507566	2,967249101	2,998267861	2,676897149	3,692496987	2,720944002	2,920787691	2,686113584	3,654869778	3,597930171	3,000125	2,849119679	2,855845068	2,672483744	3,201657853	3,741895361
2014-2015	EOSQ048	3,963750739	3,050654747	2,65505669	2,268886421	3,699525749	2,804303675	3,389893692	3,934356227	4,262511173	2,956266946	4,065891441	2,57212963	  	  	3,663808975	3,595265305	  	3,505336509	1,901003111	  	3,06481051	3,598112714	3,143103668	3,355915994	3,421174154	3,841398941	3,63455304	2,892688558	4,032383031	4,053242392	2,821473246	3,317077732	3,631779168	2,17308564	4,108474179	2,55330839	3,402310966	3,395588539	  	3,687975992	3,541043761	4,276796238	3,290404737	4,505387492	2,831368082	3,422748498	3,979062495	4,495064342	3,604108048	3,441456382	2,444226511	3,627632716	3,503502403	3,604500721	3,247633541	3,425376035	4,954931652	2,59700333	3,762801548	3,577510393	3,996285145	2,794975836	4,015662308	2,853819957	1,904270886	2,723622476	3,533012563	3,922261181	3,539861154	3,638816952	3,177109903	2,450948668	3,325185343	3,969633335	3,433937726	2,569002371	3,939398677	  	2,454660454	3,013165979	4,31990356	3,967181196	3,495903302	3,696096419	4,96602148	3,178733886	3,428431173	3,12711023	3,895597836	2,850885319	2,912647241	2,881200419	3,592168503	3,613004665	3,523318298	2,906018112	3,455854282	2,998075695	3,944078752	4,056419324	3,331279465	3,106696195	3,848607182	4,161384063	3,05602277	3,984272089	3,818464616	2,71268999	3,446925551	2,853352989	2,978403653	2,431643694	5,203564624	3,205079554	2,906117227	4,796195	3,692305658	3,955989268	2,212348426	4,196068657	3,627096272	5,198411005	2,435466952	2,531515699	2,831583152	2,809304599	3,278561236	3,223583687	3,5691601	4,042089925	4,209575808	  	3,91488272	4,054347992	3,567967725	3,301127263	3,09752314	3,485230506	3,508120519	3,475518688	3,73371305	2,871316332	5,19825508	3,858675741	3,39136432	3,380710812	1,602345481	3,082004078	2,979439316	3,903703994	2,843311042	3,432076367	2,958273602	3,266477656	3,513658668	3,325711268	3,526491289	2,84312213	3,48244518	3,167761867	3,397450496	2,973395457	3,380098399	3,555210542	3,224881218	3,27883763	2,911094841	3,129257986	3,427732377	3,530348213
2014-2015	EOSQ040	2,923581826	3,19966985	2,330051829	2,600482324	3,351939447	4,805005478	4,877505461	3,815419492	4,232919741	2,868345927	4,329833504	4,214285272	  	  	4,116387782	3,72121432	  	4,427861573	3,204778106	  	2,772514596	3,489724644	2,91424258	3,058255189	3,542602169	5,500009631	3,612424473	2,489170747	4,448587861	4,051183844	3,371514222	3,772287761	3,720291853	2,469401574	4,020637713	3,271932709	4,968573981	3,435915441	  	3,250630604	3,45007363	4,282732773	3,30297419	6,032670667	4,225505056	3,540199924	4,36342949	3,662644904	5,383058403	4,105102334	2,712968571	3,32152747	2,305776446	3,51963163	2,383817674	3,620173918	5,934880447	3,251413658	4,85385676	3,845852894	4,138759969	3,357728399	4,923415361	4,104978646	2,024531815	3,43358722	5,178757465	4,43505781	3,832044406	4,102695345	3,488440764	3,722466528	2,882166018	4,287890634	2,952296741	2,50102737	3,679311626	  	2,431287498	3,450897146	5,369097046	3,962017159	2,93116375	3,661790811	5,290296351	3,434301564	4,315124157	2,388639011	4,898229239	3,28055134	2,679930503	3,192799945	3,693943234	3,657051168	3,257750554	2,726766616	4,518354129	2,916931993	5,514617562	5,880864218	3,258829877	3,286137665	5,625927291	4,784955183	3,261186121	3,630236641	2,418119529	3,089512026	3,70577606	2,927496544	3,116155604	5,131762782	5,660378518	3,225597243	3,191107953	5,1861	4,379699547	3,835190716	2,662921305	3,997743305	3,362699746	6,164592361	2,396375475	2,58960448	5,249132204	3,413072171	4,613334542	2,956995577	3,87145885	5,362003057	5,552300767	  	4,085060303	3,935483932	3,736327435	3,773832552	3,075597565	3,467484022	3,626886656	3,847140946	3,776755288	2,628956979	5,17954763	5,731871332	4,892224411	4,033694373	1,54525079	3,426644143	2,315579836	4,397517933	3,361993363	3,798379949	3,05176397	3,475803294	3,66968891	3,490838405	3,331077071	2,932243769	4,524908243	3,06527072	3,38448267	3,248406196	4,440916988	4,074825259	3,378691279	3,22562667	3,163877527	3,236294007	3,710998553	4,569520609
2014-2015	EOSQ039	3,002243326	2,880755839	2,03942704	1,919902732	2,915319266	4,119734037	4,084481657	3,548332807	3,84637463	2,88833807	3,972174906	4,051310504	  	  	3,160698995	3,396878412	  	3,82141325	3,056239267	  	2,464423165	2,823827347	2,909282578	2,693304038	3,311668594	4,799580246	3,417216577	1,966101292	4,051192314	3,604786362	3,095534527	4,08852194	3,587264906	2,1494916	4,060810122	2,701340433	3,710533839	3,438522606	  	3,238268896	3,394346266	4,335102214	2,427931806	5,568492978	4,182359787	2,986774959	3,30280058	3,231100648	4,791927573	3,444343961	2,702650335	3,485990324	2,395096623	3,473639133	2,176446544	3,454357511	5,399871938	2,511507649	4,523406447	3,765812975	3,849343939	2,346619407	4,697938695	3,969790139	2,248567232	3,487309897	4,402911191	4,358439194	3,455431518	3,776538605	2,750750653	3,706593582	2,61417037	2,842159846	3,043422228	2,139892757	3,452722167	  	2,367202791	2,808427748	5,116081925	3,063164592	2,686976698	3,574550639	4,783996779	3,462544709	3,556868545	2,12908728	4,080743139	3,14186354	2,266535116	2,484065568	3,240835526	3,324062836	2,757141632	2,365558992	3,944841331	2,895096969	5,164793798	5,513713188	2,631207223	2,872996491	4,846299205	3,908744639	3,111145586	3,392238215	3,210907278	2,806048127	3,47537535	2,794382875	3,267225019	4,387782584	5,27634844	3,056955561	2,915021977	4,32809	4,116851774	3,65028212	2,348308582	3,381618968	2,293216185	4,378056606	2,243892135	2,269254359	4,862037289	3,193488085	3,251247467	2,887876569	3,45848085	4,738424386	4,937950674	  	3,305156828	3,483870983	3,25149274	3,329372881	2,784238286	3,1069585	3,448160889	3,50089301	3,215462432	2,316291628	4,706640203	5,101538933	4,417583153	3,841640934	1,21921159	3,246332181	2,474144174	3,340796481	2,520115472	3,412966788	2,909160334	3,024689924	3,375254877	3,039523455	2,971786035	2,578386136	4,071752546	2,674741039	3,057291631	2,92753619	4,041828968	3,641162156	2,953938223	2,837638956	2,780652588	2,99701325	3,349093339	4,106026389
2014-2015	EOSQ049	3,997792309	3,608126911	2,928460217	2,953001864	4,457739552	4,257904967	4,773008813	4,267225277	4,661918123	3,539970193	4,461325018	4,145470197	  	  	3,895983856	3,616470089	  	4,259275291	3,230414437	  	3,263019452	3,299014951	3,151353405	3,180478023	4,03620265	5,052298216	4,085016946	2,844609752	5,018686483	4,491225462	3,83093085	4,258133606	3,833647622	3,333545343	4,688198201	3,667572983	4,491350012	4,169296732	  	3,943265851	3,720575775	4,970640903	3,251276463	5,822778887	3,951313761	3,727298688	4,449567985	4,69994944	4,769866975	3,894351359	3,372909394	4,406569188	3,000247154	3,784482195	2,695213503	4,063159224	5,811288518	3,373502386	4,720978312	4,012070883	4,240037139	3,244960893	5,072861546	4,028299365	2,536250302	3,584521642	5,301864174	4,553639775	4,455259171	4,104732919	3,099452403	3,640024908	3,839374909	3,547500887	4,438042143	2,890258848	3,94353055	  	2,864266378	4,654157058	5,621691855	4,599554255	3,103319479	3,64271627	5,184347447	3,672792821	4,006797201	2,645568257	4,486893078	3,904168456	3,966476792	3,794960176	4,362562096	4,281612928	3,553998981	2,93273301	3,887768457	3,46717887	5,184599585	5,837825212	3,645393255	3,247629361	5,278673172	4,545349209	3,390071395	4,215190054	3,912712387	3,74063239	3,806112783	3,566848136	3,855257675	4,000780998	5,671229774	3,803497088	3,978788525	5,48642	4,460199881	4,122628704	3,601766908	4,09370426	3,763018636	6,062917134	3,907069326	4,157379327	4,481440731	3,618460936	3,794538764	3,327225872	3,8842654	5,198348321	5,577851637	  	5,423242057	3,702127695	3,557899673	3,661489801	3,183078562	3,670068148	3,766736732	4,438707342	3,855983205	3,637849654	5,35260389	5,161606291	4,434974069	4,660847021	2,279819016	3,528616932	3,676279666	4,478449358	3,53289229	4,050065978	3,485953488	3,54472487	3,952712554	3,578247255	4,111643446	3,582912698	4,61943958	3,24114772	3,750449236	3,544652854	4,530777201	4,320951636	3,342368447	3,426381053	3,436636493	3,631138438	4,145121574	4,627110288
2014-2015	GCI.A.01.01.04	3,433912756	3,160668155	2,542993799	2,239104496	3,487577504	3,89009146	4,110743831	3,804714013	4,270737627	2,960957236	4,045349575	3,654999061	  	  	3,870926725	3,522610625	  	4,013177168	2,667875602	  	2,836340046	3,196190834	2,891395065	2,963244136	3,430493556	4,662148269	3,671107071	2,551833058	4,340722055	4,055507683	3,141852565	3,569095011	3,685678745	2,472730094	4,057851141	3,448458315	4,065927405	3,371208417	  	3,267086502	3,467333772	4,429644443	3,139528848	5,349919473	3,65178331	3,383937798	4,024367312	3,858608171	4,546573007	3,685717766	2,685718731	3,420910165	2,766527923	3,493707113	2,609169772	3,367706957	5,328417786	2,875696077	4,325941502	3,7422687	4,015681005	2,937511971	4,505796978	3,592559209	2,116809338	3,10761137	4,511057339	4,217355338	3,787067966	3,781607065	3,136498616	3,256929839	3,009105524	3,741085652	3,368639572	2,307541046	3,733772086	  	2,433304863	3,343361086	4,984260995	3,886476327	2,931079431	3,425703427	5,018514155	3,382931864	3,816652386	2,579054415	4,186921991	3,157851216	2,881417204	2,940192186	3,662208985	3,697280325	3,158376021	2,785055907	3,791848992	2,960271984	4,825969389	5,27574911	3,167242198	2,936826343	4,849807995	4,497669753	3,079618629	3,706939176	3,043843395	2,952523305	3,543889413	3,008694226	3,208380797	3,694623333	5,564977142	3,153229895	3,164031726	5,1022588	4,278173998	3,823605549	2,600830995	3,839127831	3,218810851	5,534479382	2,651914221	2,744244828	4,048340115	3,109496992	3,684363715	2,954103301	3,54814453	4,831597217	5,017418109	  	4,063612669	3,822122622	3,406918949	3,308855268	2,974947057	3,242422538	3,522111094	3,799068028	3,422644491	2,676033533	5,286216883	4,727566332	4,040153716	3,699039244	1,565407441	3,243681963	2,649359175	3,934447137	2,874358073	3,583693413	2,954145172	3,282908399	3,588564515	3,280313897	3,38785314	2,922712376	4,078208507	2,97397307	3,302092345	3,076020856	4,009698267	3,838015953	3,180000833	3,123520798	3,029621303	3,133237485	3,566920739	4,114980172
2014-2015	EOSQ033	5,381569888	3,807873855	4,774831422	6,089408768	5,741343241	5,802903588	6,495949265	5,718955686	4,130815309	4,408324546	6,095367409	6,015926703	  	  	5,82657573	3,992847089	  	6,134923373	6,089397678	  	5,094753927	3,873264952	4,606992985	4,72095841	4,95659274	5,223082278	5,208417304	3,249375628	5,548254392	4,962176619	2,711823858	6,238389966	4,661740472	6,515062733	6,012850297	5,806977971	4,807421573	4,944593234	  	2,419109283	3,690574863	6,175970701	4,943684489	6,681936216	4,560261768	5,48870809	5,789299976	5,867944031	5,475340991	3,948217163	5,287516012	4,94844572	5,470422565	4,916662642	5,267650906	4,665259602	5,718164963	6,246256102	6,538312574	3,96039462	4,616450271	3,918252606	6,07031258	3,44327929	5,639186938	5,530983718	5,114170357	4,966701783	5,290043391	2,990279561	4,395370457	5,2450697	4,514687713	5,180492844	5,855273112	2,563555877	5,197228448	  	2,431713808	5,659156707	6,206509364	5,646963215	4,512542309	5,73492306	5,421252953	2,46688885	5,613838696	4,373798599	6,266134182	4,736786565	6,140780087	5,942064805	5,833092609	5,351305836	4,432945811	2,921152813	5,849771242	4,14068618	5,676235708	6,03195492	5,179877597	2,751080286	5,433783751	6,335622576	2,691981951	5,239232722	4,882914516	3,966238206	4,55708632	6,014897542	6,487919501	5,951356032	6,399833441	4,768718377	4,62174498	5,853427	5,443344288	4,670736091	5,5044739	4,598951529	4,959629675	5,701480713	5,853109582	6,641114041	5,962487505	5,031111659	6,188104349	6,213879232	5,253579929	5,786105187	5,887726613	  	5,892793299	4,578947544	4,732573421	4,106065537	4,905176033	5,44131036	3,33366332	3,972294806	3,607845207	4,361455352	6,392475495	5,088790708	4,163457759	6,528771216	5,189398764	4,840141677	2,321206968	5,976608511	6,456712077	5,066959453	4,724322761	4,511594336	4,242724982	4,570023996	5,203989114	5,053103317	5,626874866	4,154938665	4,575024519	4,624857958	5,593060967	5,455870423	4,040400092	4,229315734	4,663393249	4,451986676	5,527626052	5,636577456
2014-2015	EOSQ034	4,347743068	3,98885261	3,574717978	3,235197398	5,537694161	5,490140668	6,087545359	5,672274393	4,49137749	3,490033582	4,148378891	5,453393681	  	  	5,617372856	3,610021502	  	4,128482329	3,23103701	  	4,258809712	3,806376027	3,491805531	4,12241088	4,396651679	5,188383261	3,809529674	3,0194745	4,63218455	4,805808089	2,686947027	4,000934996	3,346591377	5,227491615	5,672568827	4,834606907	4,674668475	3,322698754	  	2,478845016	2,676730806	5,50720737	4,977373081	6,338807173	4,293788864	4,4428613	5,152444985	5,287143331	5,182765579	3,708265214	4,908021208	2,079715357	3,60922636	3,701719229	2,977984138	2,364517816	5,698393853	4,769081396	6,101122965	3,84523353	4,27313091	3,594655562	5,507468185	4,838250841	4,262464009	2,05521261	5,199264575	5,071253506	4,80295117	2,967928672	4,340405964	5,245588185	4,222613356	5,033997644	5,172394005	3,584735443	3,931197661	  	2,471097026	4,839349209	6,068992777	4,818696379	3,68775495	3,600831946	4,888489024	2,852157087	5,673947991	4,729030152	5,183675218	2,680229944	4,90015572	4,772065013	4,718653576	5,320395984	3,443529723	3,131802952	3,961358188	3,358964724	5,231917687	5,671509934	4,512125286	2,898754596	5,609439691	6,146089184	2,827389032	3,935375989	3,609007603	2,996290881	4,315743422	5,410450104	6,024314864	3,29331635	6,527850188	4,351521292	4,471017099	6,13449	5,624809276	4,515272925	4,178076856	4,162504947	3,807227989	6,170613759	4,545876652	5,544678607	2,752038803	5,178287946	4,785424293	4,307630435	4,4900252	5,153450403	5,609490362	  	5,738878833	4,39175272	4,14923217	4,212244826	3,840286373	2,255012975	3,621548002	4,503394806	3,371952635	3,85011345	6,519523567	5,045544336	4,19903399	3,815548936	1,887997961	4,518368165	2,446227849	4,586848763	4,71880479	4,354199357	2,988900004	4,059492723	4,393486357	3,725864303	4,792857267	4,285272334	5,264193221	3,510981643	3,91217236	3,630126963	5,230112161	4,789119547	3,832909758	3,686721197	3,894777232	3,572686756	4,506626768	5,219497976
2014-2015	EOSQ035	4,306959141	4,331256256	3,513164609	4,080470677	5,135226378	5,907563383	6,478242252	5,538118651	6,25726893	4,280485134	6,142076584	6,079608273	  	  	6,131005458	3,743685834	  	5,550223201	3,861170131	  	3,978151734	4,560235945	3,78653455	4,531540788	4,631858626	5,271375812	4,257125177	3,454274769	5,458801853	4,748941015	2,79755339	5,185708292	4,164429867	5,419742138	5,697744863	5,041072519	5,455451566	4,011539007	  	3,53851583	2,689576546	6,279150551	5,435822548	6,582828901	4,870428117	4,584026437	5,68541149	5,796966976	5,538198702	3,861805212	5,496496157	2,457362352	4,110592294	4,348544563	3,852566138	2,715695645	5,836667062	4,867270895	6,519740589	4,020209855	4,229755266	3,806361499	5,860133566	4,722356263	3,320572992	2,89220848	5,230625885	5,597367105	4,724343778	3,685333643	4,342603633	5,488864404	4,029072598	4,74367927	5,652341941	4,466070238	4,535793137	  	4,00697498	5,142982026	6,313013348	4,801340629	4,077204938	5,142520209	5,249838166	3,171048654	5,832722886	4,856200506	5,998686286	2,740568998	4,576681546	4,741839168	4,626502265	5,663082752	3,459141167	3,112587419	4,721573301	3,483072102	6,00456937	6,496413137	4,96071018	3,718481384	6,095011484	6,666149005	3,011738879	4,471782756	4,411638577	3,124803585	4,749374291	5,640936266	6,26945659	5,169701948	6,677723257	4,140056443	4,239199806	6,410867	6,360051868	4,305692874	4,115603463	4,883204858	4,040278317	6,605100409	4,579380251	5,525024031	4,275696483	5,483351458	4,759322457	5,082668802	4,75670775	5,597931159	5,917456991	  	5,784829641	4,791666508	4,689717423	4,451342114	4,276739719	4,03678298	4,196296908	4,429902677	4,100798178	3,582704943	6,76883308	5,761477322	4,726198663	5,989512453	2,739818137	4,645075693	3,285762669	5,450270623	5,688366458	4,766112015	3,671809838	4,244400466	4,998736363	4,256084924	4,712664576	4,28912064	5,620690048	3,981252736	4,188398128	4,022439135	5,576305519	5,472813981	3,968132556	4,096688386	4,269243646	3,839066798	5,142480443	5,605594757
2014-2015	EOSQ055	3,724045383	4,072861467	2,809662392	2,680305948	3,99414468	6,054418268	5,940010312	4,083638587	5,036840952	2,570728467	5,631583708	5,694387482	  	  	4,935145442	3,453988188	  	4,254618836	3,908921334	  	3,265377056	4,046330194	2,158153595	2,94676017	4,288913619	6,127415964	4,42737605	2,64907625	6,285863932	4,299935082	4,044211938	4,952978405	3,797545389	4,443936212	4,720493004	4,068897604	6,042509219	2,562737799	  	3,334197296	3,719354901	5,263478427	3,780835556	6,732062621	5,32820188	3,52879735	4,621584154	5,367492559	5,911856445	4,08337094	4,376708074	2,907987869	3,036647229	2,791418284	3,014237064	3,192748088	6,211251398	4,14695143	6,129229819	3,829163548	4,13186904	4,032777129	6,11185715	4,11441417	4,847377284	3,564371034	5,971872629	5,281877035	3,815928529	3,870993022	4,625950034	4,401220827	3,055900426	4,225022918	4,641414284	2,760589106	4,664641644	  	2,003730371	4,307409913	6,139767064	4,517825262	2,805983622	3,964760862	5,131924243	3,822566658	5,263006445	2,998833595	4,536748384	2,820881992	3,089540494	3,741282347	4,321271428	4,864600335	2,861831843	2,857290446	3,87883696	3,831194898	6,029237815	6,486122473	3,699052734	2,62124019	6,062442277	5,561678409	2,841513509	4,530706942	2,25381733	2,61584582	3,636906598	4,064311752	5,333201398	4,811875318	6,293527313	4,216674186	3,195336467	5,771866	5,209748919	4,626441384	3,82852256	4,118438494	3,395485235	6,161861813	3,559864815	4,932682393	3,636589706	5,805687723	3,65095998	4,447299614	4,5716047	5,681315552	6,222384201	  	4,995972228	3,852631569	3,466247273	3,200921393	3,575783486	3,078699813	4,08437622	3,579741257	3,724281659	2,648389975	6,190833889	5,607035395	5,735173544	4,082310125	1,728851809	3,668698589	2,2707034	4,043374242	2,960346312	4,232549826	3,278726987	3,543152156	4,190582928	3,553682051	3,678111476	3,70133887	5,492817681	3,167076336	3,583417327	3,474744312	5,525346378	4,697001516	3,311043711	3,3519038	3,422089344	3,432800465	4,369705638	5,472222956
2014-2015	GCI.A.01.01.05	4,44007937	4,050211047	3,6680941	4,021345698	5,102102115	5,813756477	6,250436797	5,253246829	4,97907567	3,687392932	5,504351648	5,810829035	  	  	5,627524872	3,700135653	  	5,017061935	4,272631539	  	4,149273107	4,071551779	3,510871665	4,080417562	4,568504166	5,452564329	4,425612051	3,093050286	5,481276182	4,704215201	3,060134053	5,094502915	3,992576776	5,401558174	5,525914248	4,93788875	5,245012708	3,710392198	  	2,942666856	3,194059279	5,806451762	4,784428919	6,583908728	4,763170157	4,511098294	5,312185151	5,579886724	5,527040429	3,900414632	5,017185363	3,098377825	4,056722112	3,93958618	3,778109561	3,234555288	5,866119319	5,007389956	6,322101487	3,913750388	4,312801372	3,838011699	5,88744287	4,279575141	4,517400306	3,510693961	5,378983362	5,229299857	4,658316717	3,378633725	4,426082522	5,095185779	3,955568523	4,795798169	5,330355836	3,343737666	4,582215222	  	2,728379046	4,987224464	6,182070638	4,946206371	3,770871455	4,610759019	5,172876096	3,078165312	5,595879004	4,239465713	5,496311018	3,244616875	4,676789462	4,799312833	4,874879969	5,299846227	3,549362136	3,005708407	4,602884923	3,703479476	5,735490145	6,171500116	4,587941449	2,997389114	5,800169301	6,177384793	2,843155843	4,544274602	3,789344506	3,175794623	4,314777658	5,282648916	6,028723088	4,806562412	6,47473355	4,369242575	4,131824588	6,0426625	5,659488588	4,529535818	4,406669195	4,440774957	4,050655304	6,159764174	4,634557825	5,660874768	4,156703124	5,374609696	4,84595277	5,012869521	4,767979395	5,554700575	5,909264542	  	5,6031185	4,403749585	4,259442572	3,992643468	4,149496403	3,702951532	3,808971113	4,121333386	3,70121942	3,61066593	6,467916508	5,37571194	4,705965989	5,104035682	2,886516668	4,418071031	2,580975221	5,014275535	4,956057409	4,604955163	3,665939897	4,08965992	4,456382657	4,026413818	4,596905608	4,33220879	5,501143954	3,703562345	4,064753083	3,938042092	5,481206256	5,103701367	3,788121529	3,841157279	4,062375868	3,824135174	4,886609725	5,483473286
2014-2015	GCI.A.01.01	3,242559596	3,32758169	2,536577574	2,57168069	3,749952455	5,044280943	5,05117782	3,878745749	4,623600335	2,827916057	4,619726212	4,96865946	  	  	4,501964025	3,446169828	  	4,42326281	3,238171739	  	3,08065999	3,147327053	2,719606467	3,053551755	3,414624113	5,31156935	3,878845342	2,499033639	4,770352273	4,219378331	3,015669764	4,204136229	3,548836327	3,498984869	4,380903329	3,672515702	5,240232107	3,096996953	  	3,299734809	3,353269749	4,984105313	3,43474884	6,084432037	4,584296988	3,556985083	4,279778573	4,197522965	5,223004268	3,773011539	3,552729563	3,105064886	2,696171502	3,434263578	2,684712141	3,171752046	5,609437752	3,564971175	5,102594886	3,770669399	3,991606411	3,328746489	5,404615368	4,194341933	3,224746511	3,503032793	5,383372363	4,505378621	3,881629686	3,572734442	3,635427001	3,990903966	2,980086578	3,926372294	4,0400321	2,492914574	3,907787042	  	2,565144235	3,877175354	5,708412752	4,170209683	2,917101274	3,586472577	4,988603119	3,042790161	4,405807365	2,772971465	4,481234915	3,167091807	3,045624509	3,299963163	3,928823408	4,156603544	2,988756513	2,697973422	4,098218921	3,105159859	5,525770711	5,971600569	3,204873539	2,759763304	5,653330871	5,084901327	2,986987299	3,691392778	2,718224218	2,950473401	3,679999286	3,929401313	4,390079148	4,409123855	6,004448805	3,470281845	3,281602691	5,248186813	4,95892388	3,754826067	3,093252033	3,947267595	3,187369399	5,930834901	3,149849852	3,743852702	4,197920627	3,758223475	3,788718444	3,367250439	3,855301205	5,374045718	5,662285427	  	4,778134626	3,855386864	3,433900035	3,417711941	3,163877955	3,345160185	3,571846216	3,773406045	3,103602739	2,761629735	5,76230975	5,387471065	4,542939536	4,652756116	1,799909725	3,509530841	2,46899267	4,051302076	3,097710849	3,88699637	3,084485244	3,408411547	3,876587628	3,3276781	3,514686803	3,302477109	4,807895482	2,965832957	3,373075631	3,258727957	4,781603775	4,34087541	3,251705452	3,128477578	3,265426709	3,242940285	3,979608047	4,821454439
